CustomerID,CustomerName,Age,Gender,SeniorCitizen,MaritalStatus,Dependents,City,State,Country,JoinDate,TenureMonths,ContractType,Plan,InternetService,TechSupport,OnlineSecurity,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportTickets,SatisfactionScore,AvgMonthlyGB,LatePayments,Churn
104369,Taylor Joyce,69,Female,No,Divorced,Yes, EAST JOSEPH ,MN,USA,10-29-2023,63,Month-to-month,Basic,DSL,Yes,No,Yes,Yes,Yes,No,Electronic Check,28.6,1796.15,1,1,332,5,No
104370,Monica Harvey,81,Female,No,Married,Yes,Molinashire,FL,USA,17/09/2020,33,One year,Standard,Fiber,No,No,Yes,No,No,Yes,Electronic Check,65.87,2193.07,2,3,297,3,No
104371,Donna Buchanan,85,,Yes,Married,Yes,South Stevenburgh,KS,USA,03-05-2024,33,Two year,basic,None,No,No,No,Yes,No,No,Bank Transfer,77.58,2638.78,6,3,760,4,No
104372,Kevin Taylor,19,Male,No,Single,Yes,Veronicaville,VT,USA,12-16-2024,42,Two year,Premium,Cable,Yes,Yes,No,No,Yes,No,Bank Transfer,113.34,4740.23,10,2,617,8,No
104373,alexandria nichols,57,,Yes,Married,Yes,Thomaschester,CO,USA,2020-11-06,8,Two year,Premium,Cable,No,Yes,Yes,Yes,No,No,Electronic Check,71.4,562.57,8,2,269,6,Yes
104374,Mathew Gomez,52,Female,Yes,Married,No,North Benjamin,ND,USA,08-17-2021,54,Month-to-month,premium,DSL,No,Yes,No,No,Yes,No,Electronic Check,78.75,4349.14,10,4,243,5,Yes
104375,James Potter MD,63,,Yes,Divorced,No, NORTH TARA ,NC,USA,09-04-2023,33,One year,standard,Fiber,Yes,Yes,Yes,Yes,No,No,Mailed Check,56.48,1854.97,5,2,376,5,Yes
104376,Heather Russell,85,Female,No,Single,No,South Markburgh,MI,USA,08-06-2021,59,Month-to-month,premium,Fiber,Yes,Yes,Yes,Yes,No,No,Mailed Check,51.25,3105.68,5,2,535,2,No
104377,Vincent Swanson,45,Male,No,Single,No,Angelaborough,IL,USA,2025-06-01,62,Two year,Standard,Fiber,No,No,Yes,Yes,No,Yes,Credit Card,71.17,4466.62,8,1,645,8,No
104378,thomas taylor,84,Female,No,Married,No,Proctorburgh,MT,USA,22/05/2026,65,Two year,basic,None,Yes,Yes,No,No,No,No,Bank Transfer,118.42,7721.88,8,2,248,4,No
104379,Shane Jackson,69,Female,No,Divorced,Yes,Charlesfurt,CT,USA,30/08/2020,46,Two year,Premium,DSL,No,No,Yes,Yes,Yes,No,Bank Transfer,67.89,3170.07,10,4,727,4,Yes
104380,Whitney Brown,71,Male,No,Divorced,No,North Lonniemouth,CO,USA,03/10/2024,52,Two year,Standard,None,No,Yes,No,Yes,No,Yes,Bank Transfer,75.23,3984.56,2,4,700,5,Yes
104381,Edward Patterson,81,Male,Yes,Married,No,West Amychester,GU,USA,11-29-2021,58,Two year,Premium,None,No,No,No,Yes,Yes,No,Electronic Check,85.25,,4,5,525,3,Yes
104382,david underwood,68,Male,No,Married,No, EAST STEVENBOROUGH ,NC,USA,2022-11-26,59,Month-to-month,Premium,DSL,No,No,Yes,Yes,Yes,No,Credit Card,38.38,,0,5,238,5,No
104383,Aaron Hinton,53,Male,Yes,Divorced,No, MITCHELLVIEW ,OH,USA,15/06/2023,46,Month-to-month,Standard,Fiber,Yes,Yes,No,Yes,No,No,Mailed Check,76.11,3538.18,7,5,50,7,Yes
104384,Cynthia Webb,41,Male,No,Divorced,Yes,Lake Travis,AR,USA,2021-04-05,23,Two year,Standard,Cable,No,Yes,No,No,No,No,Credit Card,79.03,1793.09,5,5,215,8,No
104385,Francis Mcdowell,50,Male,No,Married,Yes,Jesseland,MP,USA,2021-08-24,21,Month-to-month,standard,Cable,No,Yes,Yes,No,No,Yes,Mailed Check,111.62,2390.04,8,1,647,6,Yes
104386,Nicole Davis,47,Male,No,Single,Yes,North Rhondaport,PA,USA,2022-08-07,8,Month-to-month,Basic,None,Yes,No,No,No,No,Yes,Electronic Check,57.26,430.46,4,2,332,4,No
104387,Derek Brooks,77,Male,No,Single,Yes,New Joseph,WA,USA,01-11-2025,5,Two year,Premium,Fiber,Yes,Yes,No,No,No,No,Credit Card,66.11,398.33,1,3,501,3,No
104388,Jake Rogers,68,Male,Yes,Married,No, LAKE CHELSEASTAD ,OR,USA,13/06/2026,1,One year,Premium,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit Card,26.46,,8,4,303,4,No
104389,Brandon Garcia,68,Female,Yes,Married,Yes, EAST SCOTTSIDE ,KS,USA,06-03-2024,31,Month-to-month,Standard,Cable,No,Yes,No,Yes,No,Yes,Mailed Check,38.52,1256.43,1,5,747,2,No
104390,Melanie Valdez,55,Male,Yes,Single,No,Lisamouth,CA,USA,2022-07-16,1,Month-to-month,Standard,Fiber,No,No,Yes,No,No,Yes,Mailed Check,39.23,25.78,3,1,379,1,No
104391,Robert Brooks,63,Male,Yes,Single,Yes, WEST ZACHARYMOUTH ,PR,USA,2024-12-28,42,One year,Basic,Cable,Yes,No,No,No,Yes,No,Electronic Check,94.44,4048.74,6,5,737,3,Yes
104392,Mr. John Todd,77,Male,No,Single,No,Mariamouth,MP,USA,2022-10-28,7,Month-to-month,Basic,Fiber,Yes,Yes,No,Yes,No,No,Mailed Check,95.52,741.47,8,2,56,7,No
104393,Courtney Jones,56,Female,No,Single,Yes,Allenborough,AS,USA,19/01/2022,4,Two year,standard,DSL,No,Yes,Yes,Yes,No,Yes,Mailed Check,48.94,245.25,0,1,296,7,No
104394,Angela Martin,74,Male,No,Married,Yes,Carterland,DE,USA,10/02/2026,4,Two year,standard,None,No,No,No,Yes,Yes,No,Bank Transfer,113.72,,6,2,439,5,Yes
104395,carla davis,47,Male,Yes,Single,Yes,Wangfort,OR,USA,2025-09-11,25,One year,Standard,Fiber,Yes,Yes,No,No,No,No,Mailed Check,28.8,767.57,6,3,90,3,No
104396,Charles Vargas,56,,Yes,Single,No,Kellyshire,ME,USA,2021-11-25,19,Month-to-month,Basic,DSL,No,Yes,No,Yes,Yes,Yes,Credit Card,97.05,1827.08,7,5,559,2,No
104397,eileen day,42,Female,Yes,Single,Yes,Katiebury,MO,USA,2021-06-18,62,Two year,Premium,DSL,Yes,Yes,No,Yes,No,No,Credit Card,43.68,2734.54,7,4,136,6,No
104398,Erica Olson,37,Female,No,Married,No,Lorihaven,GA,USA,19/12/2022,28,Month-to-month,Premium,None,Yes,Yes,No,No,No,Yes,Electronic Check,65.6,1876.32,8,4,485,4,No
104399,Rodney Harris,30,Female,Yes,Divorced,No, LAKE CHAD ,MI,USA,2022-07-29,23,Month-to-month,Standard,DSL,No,No,Yes,Yes,No,No,Bank Transfer,102.81,2461.98,6,1,26,6,No
104400,Ashley Quinn,82,Female,Yes,Divorced,Yes,North Noah,NC,USA,23/04/2025,33,One year,Premium,None,Yes,No,No,Yes,Yes,Yes,Credit Card,57.09,1854.26,0,4,320,3,No
104401,Joseph Foley,43,Female,Yes,Single,Yes,Martinton,MA,USA,2023-05-15,29,Two year,Standard,Cable,Yes,No,Yes,No,No,No,Electronic Check,55.62,1589.69,7,3,509,0,No
104402,Nicholas Reilly,30,Female,No,Divorced,No,New Kristina,DC,USA,2024-02-20,33,Two year,Standard,Cable,No,No,Yes,Yes,Yes,No,Bank Transfer,86.76,,2,2,542,6,No
104403,Brent Powers,35,Female,No,Married,No,Port Ryan,GU,USA,17/06/2022,35,Month-to-month,Standard,DSL,Yes,Yes,No,Yes,Yes,No,Credit Card,104.81,,0,5,594,7,No
104404,William Morales,42,Male,Yes,Single,Yes, SOUTH CONNIE ,NC,USA,06-13-2023,3,One year,Standard,Cable,Yes,No,No,No,No,Yes,Mailed Check,94.12,,3,2,46,6,No
104405,Robert Knapp,85,Male,Yes,Married,Yes,Lake Laura,OK,USA,05-13-2022,56,One year,Basic,Fiber,Yes,No,No,No,No,Yes,Mailed Check,63.75,3674.22,0,4,127,0,Yes
104406,Michael Hood,63,,Yes,Divorced,Yes,Saundershaven,MS,USA,05-29-2021,17,One year,standard,DSL,No,Yes,No,No,Yes,No,Electronic Check,96.89,1717.94,9,5,173,4,No
104407,Wendy Howard,66,Female,No,Divorced,Yes,Port Frank,CA,USA,15/12/2024,57,One year,Basic,DSL,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,85.84,4863.85,1,2,516,7,Yes
104408,brittany guzman,74,,Yes,Married,No,Thomasburgh,ID,USA,2022-02-17,9,One year,Premium,Cable,Yes,Yes,No,No,No,No,Electronic Check,59.82,,3,4,603,7,Yes
104409,Thomas Sanders,35,Female,Yes,Single,No,Scottfurt,MS,USA,08-12-2022,10,One year,standard,Cable,No,Yes,Yes,No,Yes,Yes,Credit Card,63.88,614.85,9,1,637,3,No
104410,gary curry,20,Female,Yes,Single,No, WEST CHRISTINASIDE ,PR,USA,08-10-2022,60,Two year,Basic,Fiber,Yes,Yes,Yes,No,No,Yes,Mailed Check,48.26,2916.9,7,4,719,2,Yes
104411,Joseph Gibbs,72,Male,No,Married,No,South Patricia,AS,USA,08-13-2022,69,Two year,Standard,Fiber,No,No,No,No,Yes,No,Credit Card,109.64,7547.39,6,2,88,8,No
104412,Joshua Williams,51,Female,No,Divorced,No,New Derek,OR,USA,01-06-2021,58,Month-to-month,Standard,Cable,No,No,Yes,No,Yes,Yes,Credit Card,98.24,5745.9,5,5,674,0,Yes
104413,Ms. Michelle Fisher,45,Male,Yes,Divorced,No,Johnsonmouth,PR,USA,10-31-2020,30,One year,Basic,None,Yes,Yes,No,No,Yes,Yes,Credit Card,74.73,2360.48,5,5,732,0,No
104414,Adrian Roberts,45,Female,Yes,Married,No,Danielletown,KS,USA,2026-04-11,6,Two year,Premium,Cable,Yes,Yes,Yes,No,Yes,No,Electronic Check,72.8,494.2,10,1,771,3,Yes
104415,Heather Brown,63,Male,No,Married,Yes,Stevenfurt,CO,USA,04-26-2021,46,One year,premium,Cable,Yes,Yes,Yes,No,No,No,Mailed Check,106.89,,5,3,97,0,No
104416,Ronald Wright,72,,Yes,Divorced,No,Oliverfort,GA,USA,12-19-2023,49,Month-to-month,Basic,DSL,No,Yes,No,No,Yes,No,Mailed Check,31.69,1525.29,10,1,386,7,Yes
104417,Mark White,38,,No,Divorced,Yes,New Patrick,MP,USA,07/08/2023,21,Month-to-month,Standard,Fiber,Yes,Yes,No,No,No,Yes,Credit Card,53.81,1241.18,4,3,687,5,No
104418,John Thornton,23,,No,Married,Yes,Benjaminmouth,KS,USA,09/05/2025,35,One year,Standard,DSL,No,Yes,No,No,Yes,Yes,Bank Transfer,53.95,,5,5,567,7,No
104419,William Taylor,42,Female,Yes,Married,Yes,Lake Arthur,MO,USA,07-27-2024,63,Two year,Basic,Cable,Yes,No,No,No,No,No,Bank Transfer,73.09,4687.92,10,5,549,8,Yes
104420,justin moran,60,,No,Single,No,Christinabury,KY,USA,2023-03-11,56,Two year,Standard,None,Yes,No,No,Yes,No,Yes,Credit Card,63.11,3549.92,2,2,415,8,No
104421,Elizabeth Long,53,Female,No,Single,Yes,Wolfefurt,IN,USA,01/11/2021,29,Month-to-month,Basic,Cable,Yes,No,No,No,No,No,Electronic Check,58.87,1695.38,10,1,200,5,No
104422,Stephanie Clay,19,Male,Yes,Married,Yes, SOUTH CARLA ,AK,USA,10-23-2022,41,Two year,Basic,DSL,No,No,No,Yes,Yes,No,Bank Transfer,77.25,,5,2,359,3,No
104423,Gabriel Conner,52,Female,Yes,Divorced,No,Lake Lisa,AZ,USA,2021-10-20,9,One year,Premium,DSL,No,Yes,No,Yes,No,No,Mailed Check,100.52,902.66,7,1,626,0,Yes
104424,Bryan Moore Jr.,42,,Yes,Divorced,Yes,Port Samuelfurt,PR,USA,2023-07-31,20,One year,basic,Cable,No,Yes,No,Yes,Yes,No,Bank Transfer,106.23,2126.13,8,5,229,2,Yes
104425,Eric Davenport,82,Male,Yes,Single,No,Paulfurt,CO,USA,11/05/2021,52,One year,Premium,Cable,No,Yes,No,No,Yes,No,Bank Transfer,61.4,3207.2,8,4,33,2,Yes
104426,dillon allen,30,Male,No,Married,No,South Natalie,OH,USA,07-05-2026,25,Month-to-month,basic,Cable,Yes,Yes,No,No,No,Yes,Credit Card,67.6,1726.82,6,3,591,6,No
104427,Mr. Robert Gray MD,46,Female,Yes,Divorced,Yes,New Brian,MA,USA,09-26-2021,1,One year,Standard,None,No,Yes,No,Yes,Yes,No,Electronic Check,61.67,158.5,6,4,449,3,No
104428,Thomas Acosta,22,,Yes,Married,No,South Laurenton,HI,USA,19/07/2026,8,Two year,Standard,None,Yes,No,No,No,No,No,Credit Card,32.46,310.65,2,5,389,2,Yes
104429,Edward Newman,52,Female,Yes,Married,Yes,New Shannon,KS,USA,08-07-2023,35,Month-to-month,premium,Fiber,No,No,Yes,No,No,Yes,Bank Transfer,109.38,,8,3,364,5,No
104430,Karen Baldwin,35,,No,Married,Yes, HERNANDEZTON ,AR,USA,06-20-2022,41,Month-to-month,Basic,None,No,Yes,No,No,Yes,No,Electronic Check,104.15,,3,5,700,6,No
104431,Sandra Watts,22,Female,Yes,Single,No,Reedview,UT,USA,02-25-2024,67,One year,basic,None,Yes,Yes,No,Yes,No,No,Electronic Check,39.14,2669.22,4,1,72,7,No
104432,Stephanie Figueroa,29,Male,Yes,Married,Yes,Sarahmouth,IA,USA,18/03/2026,4,Month-to-month,Premium,Fiber,No,Yes,No,No,No,Yes,Bank Transfer,35.93,252.25,4,5,214,1,No
104433,alexis hall,40,Female,No,Divorced,Yes,West Jamie,UT,USA,2025-01-31,23,Two year,Premium,DSL,Yes,Yes,Yes,Yes,No,No,Credit Card,54.63,1303.21,2,2,577,4,Yes
104434,stephanie sandoval,23,Male,No,Divorced,Yes,Nelsonside,VA,USA,13/09/2024,68,One year,premium,None,No,Yes,No,Yes,Yes,Yes,Credit Card,116.56,,5,4,149,0,No
104435,Tonya Warner,76,Female,No,Divorced,No,Angiefurt,NC,USA,12/08/2021,32,Month-to-month,Standard,None,No,No,No,Yes,Yes,Yes,Credit Card,52.06,1691.93,0,1,716,2,No
104436,Jill Cochran,40,Male,No,Married,No, NEW AARON ,KY,USA,08-26-2022,71,Month-to-month,Standard,DSL,Yes,No,No,Yes,No,Yes,Electronic Check,97.07,6992.66,10,3,707,4,No
104437,Roberto Crawford,82,Female,Yes,Divorced,Yes,Lake Kristen,PR,USA,12-12-2021,52,Two year,Basic,None,No,No,No,No,No,Yes,Credit Card,102.9,5399.07,0,1,616,8,No
104438,Christina Thornton,74,Female,No,Married,Yes,Summerbury,IA,USA,23/09/2025,29,Two year,Premium,None,Yes,No,No,No,Yes,No,Bank Transfer,38.83,1118.57,1,3,446,7,No
104439,susan green,18,Male,Yes,Single,No,Hodgeshaven,SD,USA,2025-12-03,3,One year,Basic,Cable,No,Yes,Yes,No,No,No,Mailed Check,86.88,291.18,3,2,102,5,Yes
104440,Meghan Garrett,20,Female,Yes,Married,No,Belindaport,RI,USA,2021-03-18,50,Month-to-month,Basic,Fiber,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer,27.25,1362.41,1,3,728,2,No
104441,Richard Hamilton,80,Female,No,Single,Yes,North Sherry,WY,USA,10-29-2021,3,One year,Standard,DSL,Yes,No,No,Yes,Yes,No,Mailed Check,76.74,227.7,8,1,688,8,No
104442,Eric Tran,43,Male,Yes,Married,Yes,North Ashleyview,CT,USA,09-24-2022,23,Month-to-month,Premium,DSL,Yes,Yes,No,No,No,No,Mailed Check,82.99,1927.55,5,3,756,3,Yes
104443,Julie Hall,21,,Yes,Married,No,Lake Williamton,TX,USA,08-26-2024,36,Month-to-month,Standard,Fiber,No,No,Yes,No,No,No,Mailed Check,107.84,3975.33,3,2,288,4,No
104444,Justin Fischer,60,Male,Yes,Single,No,Biancamouth,ME,USA,08-31-2020,59,Two year,Standard,DSL,Yes,No,No,No,Yes,No,Credit Card,25.49,1622.55,6,2,374,0,No
104445,charles murray dvm,68,Male,Yes,Single,Yes,East Troychester,AK,USA,2022-07-02,36,One year,premium,DSL,No,No,Yes,No,No,Yes,Credit Card,104.52,,1,2,629,3,No
104446,Jason Pearson,38,,No,Single,Yes,Jonesstad,NV,USA,06/04/2021,22,One year,Standard,None,Yes,Yes,No,No,Yes,No,Bank Transfer,56.64,1342.78,10,3,571,0,Yes
104447,David Jones,47,Female,No,Married,Yes,Port Robertmouth,MO,USA,30/08/2023,28,Two year,Standard,None,No,No,Yes,No,No,No,Mailed Check,53.41,1526.41,7,5,732,6,No
104448,Jill Cherry,61,,No,Divorced,Yes,Jesushaven,FM,USA,2020-11-21,13,Month-to-month,Basic,Fiber,No,No,Yes,Yes,Yes,No,Mailed Check,68.77,868.04,3,1,775,6,Yes
104449,Paul Dean,30,,No,Single,No,Alechaven,AZ,USA,11-29-2020,64,One year,Basic,None,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,55.97,3607.31,8,3,553,8,No
104450,Robert Carter,58,Male,No,Married,No,Russellmouth,IA,USA,16/07/2024,30,Two year,Standard,Fiber,No,No,Yes,Yes,No,No,Electronic Check,114.94,3518.39,4,4,713,3,Yes
104451,William Reynolds,59,Female,Yes,Single,No,South Molly,OK,USA,04/11/2020,47,One year,Premium,Fiber,Yes,Yes,Yes,No,No,Yes,Credit Card,48.56,2384.99,3,3,342,5,Yes
104452,Christina Weber,73,,Yes,Single,Yes,Brownmouth,MA,USA,02-22-2024,10,Month-to-month,premium,None,Yes,No,Yes,Yes,No,No,Credit Card,99.55,,3,3,635,5,No
104453,Adam Berg,62,Female,No,Single,No,Lake Kimberly,LA,USA,08-20-2024,39,Two year,Premium,DSL,No,No,No,No,No,No,Electronic Check,53.03,2044.72,7,5,87,3,No
104454,Heather Torres,19,Male,No,Divorced,Yes,Loveton,MN,USA,02-16-2025,53,Month-to-month,Standard,Cable,No,No,Yes,Yes,Yes,No,Bank Transfer,48.99,2712.64,9,1,409,0,No
104455,timothy lucas,47,Male,No,Single,No,East Andrea,OK,USA,26/11/2020,26,Month-to-month,premium,DSL,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,58.07,,8,2,322,5,No
104456,Jessica Cooper,71,Male,No,Divorced,Yes,New Brittanymouth,NC,USA,2025-08-16,34,Two year,Basic,Cable,Yes,No,No,Yes,No,No,Electronic Check,104.74,3663.97,9,5,569,4,No
104457,Jose Huff,21,,Yes,Married,No,Jenniferview,OK,USA,23/08/2023,64,One year,Basic,Cable,No,No,Yes,No,Yes,Yes,Mailed Check,78.01,4970.64,6,3,758,4,No
104458,Lucas Dennis,79,Female,No,Divorced,No,Brooksside,AR,USA,2023-07-18,71,Month-to-month,standard,DSL,No,No,No,No,Yes,Yes,Credit Card,69.59,4911.86,1,2,629,7,No
104459,Jason Turner,56,Male,No,Married,Yes,Jimenezborough,GU,USA,15/09/2023,5,One year,Basic,DSL,No,Yes,Yes,Yes,No,Yes,Credit Card,53.99,358.98,1,2,727,6,No
104460,Timothy Floyd,77,Female,No,Single,No,Lake Samantha,AK,USA,2020-10-19,10,Month-to-month,Premium,Cable,No,No,Yes,No,Yes,No,Mailed Check,110.39,1092.81,1,4,584,2,No
104461,Cameron Stark,65,Female,No,Married,No,West Alejandro,LA,USA,2023-03-09,3,Month-to-month,standard,None,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,41.53,106.32,9,1,394,7,Yes
104462,Jennifer Hill,59,Female,No,Single,Yes, CANTRELLCHESTER ,DC,USA,2023-05-24,18,Two year,Premium,Fiber,No,Yes,No,Yes,Yes,Yes,Mailed Check,75.42,,7,5,220,3,No
104463,Jeffery Richard,38,Female,No,Single,Yes,East Crystalborough,MH,USA,2024-05-10,25,Month-to-month,Standard,Fiber,No,Yes,Yes,Yes,Yes,No,Credit Card,97.43,2432.99,2,2,635,1,No
104464,Katrina Franklin,72,Male,Yes,Married,Yes,Rogersside,WV,USA,13/08/2021,52,Two year,Basic,DSL,No,No,Yes,Yes,No,Yes,Electronic Check,66.91,3508.44,9,2,63,6,No
104465,Heather Duke,48,Female,Yes,Married,No,Rochatown,VA,USA,05-01-2025,11,One year,Premium,Fiber,No,No,No,No,No,No,Mailed Check,110.49,1310.55,5,5,656,5,No
104466,alison frye,84,Female,No,Married,Yes, WEST DAVID ,AZ,USA,10-28-2023,37,One year,premium,Fiber,Yes,No,No,Yes,Yes,Yes,Electronic Check,42.12,1579.8,3,4,742,5,No
104467,Vincent Nichols,35,Female,Yes,Married,Yes,Rhondachester,VI,USA,2023-12-01,70,One year,Basic,Cable,No,Yes,Yes,Yes,No,Yes,Mailed Check,56.98,4015.75,6,1,313,5,No
104468,Shari Wood,26,Male,Yes,Married,No,Welchview,CO,USA,19/09/2022,31,One year,Standard,Cable,Yes,Yes,No,No,No,Yes,Credit Card,32.52,983.59,6,1,581,2,No
104469,Stephanie Barrera,51,Female,Yes,Single,Yes,Meyertown,KS,USA,07-21-2026,65,Two year,Premium,None,Yes,Yes,No,No,No,Yes,Credit Card,72.06,4739.19,6,2,355,4,Yes
104470,Henry Johnson,33,Male,No,Married,Yes,Reedside,DC,USA,2023-05-01,35,One year,Standard,Fiber,Yes,No,Yes,Yes,No,Yes,Electronic Check,81.88,,2,4,273,3,No
104471,Theresa Mason,44,Female,No,Married,No,Jennifermouth,OR,USA,03-11-2025,28,Month-to-month,Standard,Fiber,No,No,No,Yes,No,Yes,Bank Transfer,35.95,986.39,7,2,710,2,No
104472,Mark Wyatt,40,Female,Yes,Single,Yes, PORT JAMES ,NY,USA,2021-05-01,48,Two year,Premium,DSL,Yes,Yes,Yes,No,Yes,No,Mailed Check,71.65,,5,3,783,1,No
104473,Zachary Floyd,34,Female,No,Single,No, WEST MINDYFORT ,AK,USA,2022-02-20,46,Two year,Basic,DSL,No,No,Yes,Yes,Yes,No,Electronic Check,114.53,5318.01,8,2,616,8,No
104474,ronald rogers,37,Female,Yes,Single,Yes,East Valerieland,FM,USA,31/05/2023,26,Month-to-month,Standard,None,No,No,No,Yes,No,No,Credit Card,57.89,1575.45,0,2,713,8,No
104475,calvin burke,65,,Yes,Single,No,New Tina,DE,USA,04-09-2022,66,Month-to-month,Premium,None,Yes,No,Yes,No,No,No,Electronic Check,45.49,3004.12,9,1,598,2,No
104476,Cameron Vance,67,Female,No,Married,Yes,Deniseton,VT,USA,19/04/2023,12,One year,Premium,None,Yes,No,No,Yes,Yes,Yes,Electronic Check,31.23,426.86,1,4,139,2,No
104477,Justin Jones,33,Male,Yes,Married,Yes,Johnnyburgh,TX,USA,2022-10-11,55,Two year,Standard,Cable,Yes,No,Yes,Yes,No,No,Mailed Check,79.66,4458.78,5,4,645,6,Yes
104478,Ms. Karen Flores,33,Male,Yes,Married,No,Andrewshire,VA,USA,2024-12-21,28,One year,basic,Cable,Yes,Yes,Yes,Yes,No,No,Credit Card,37.06,1066.1,3,5,122,2,Yes
104479,Kevin White,33,Male,Yes,Divorced,No,East Samanthafurt,WA,USA,01-30-2024,21,Two year,Basic,Fiber,Yes,Yes,No,No,Yes,Yes,Mailed Check,106.52,2355.12,10,5,437,0,No
104480,david james,23,Male,No,Single,Yes, AUSTINVIEW ,AK,USA,06-16-2026,32,One year,Basic,DSL,Yes,No,No,Yes,Yes,Yes,Credit Card,98.03,,1,5,257,4,No
104481,matthew parker,80,Male,Yes,Single,No,Tyroneburgh,MH,USA,2021-11-18,49,One year,Basic,None,Yes,Yes,No,Yes,No,Yes,Electronic Check,92.66,,7,3,417,2,No
104482,Mary Reid,49,Male,No,Single,No,Carolchester,NY,USA,2023-01-29,21,Month-to-month,Basic,DSL,No,Yes,Yes,Yes,Yes,No,Electronic Check,46.45,1027.27,8,1,650,4,No
104483,Kathleen Deleon,32,Male,No,Married,No,Longfort,WA,USA,2023-04-02,54,Two year,Premium,None,No,Yes,No,No,Yes,No,Electronic Check,84.42,4570.14,1,5,692,6,Yes
104484,Connie Davidson,21,Male,No,Married,No,Waltermouth,KS,USA,2025-07-14,66,One year,Premium,DSL,No,No,Yes,No,Yes,Yes,Mailed Check,55.05,3665.85,8,5,27,2,No
104485,Scott Simpson,32,,Yes,Single,Yes,New Mary,SD,USA,21/02/2023,46,Month-to-month,basic,DSL,Yes,Yes,No,No,Yes,No,Electronic Check,119.25,5536.2,1,2,675,0,No
104486,Tiffany Baker,36,Male,No,Divorced,No,Youngberg,ND,USA,2021-06-06,67,Two year,Standard,Cable,Yes,Yes,No,No,Yes,Yes,Electronic Check,68.65,,7,3,109,5,No
104487,Ruth Valdez,42,Female,Yes,Single,Yes,Loveport,PA,USA,01/06/2025,28,One year,Standard,Fiber,No,No,No,No,No,No,Mailed Check,87.75,2488.2,3,4,354,6,No
104488,Patrick Melton,31,Male,Yes,Divorced,Yes, WEST DAVID ,NV,USA,15/09/2020,61,One year,premium,None,No,Yes,No,Yes,Yes,Yes,Mailed Check,50.93,,7,2,376,4,Yes
104489,Jennifer Buckley,58,Female,Yes,Divorced,Yes,Martinmouth,KY,USA,2025-11-26,54,One year,Premium,DSL,Yes,No,Yes,No,Yes,Yes,Electronic Check,85.18,4661.78,4,3,322,4,Yes
104490,Adam Wilson,75,Female,No,Married,Yes,Roblesshire,PW,USA,2022-12-04,6,Two year,Standard,Cable,Yes,Yes,No,No,Yes,No,Electronic Check,33.22,,8,4,148,2,Yes
104491,Howard Cook,68,Male,No,Divorced,Yes,West Heather,FL,USA,2025-01-28,67,Month-to-month,Standard,DSL,No,Yes,No,Yes,No,No,Bank Transfer,118.83,8068.28,2,1,135,3,No
104492,Katherine Hines,34,Male,Yes,Married,Yes,Sawyerfort,NY,USA,03/12/2025,11,Two year,Standard,None,Yes,No,Yes,No,No,No,Credit Card,113.58,1304.66,8,1,611,8,No
104493,Joshua Walker,41,Male,Yes,Married,No, NORTH SAMUELBERG ,CT,USA,30/09/2021,23,Two year,Standard,DSL,No,Yes,No,No,Yes,No,Electronic Check,92.01,2201.25,4,5,214,5,Yes
104494,Kevin Harrison,38,,Yes,Married,No, VAZQUEZFORT ,MI,USA,2025-03-16,63,Month-to-month,standard,None,No,Yes,No,No,No,No,Mailed Check,73.45,4713.78,10,5,786,1,No
104495,Jennifer Williams,42,,No,Divorced,No,West Tracyborough,NM,USA,09-12-2020,1,Month-to-month,premium,DSL,No,No,Yes,No,Yes,No,Bank Transfer,65.07,146.78,2,4,93,2,No
104496,Shane Simmons,30,Male,Yes,Married,No,Curtisville,MA,USA,2025-07-10,21,Month-to-month,Standard,None,Yes,Yes,Yes,No,No,Yes,Credit Card,86.06,1840.88,4,1,789,6,No
104497,Jason Miller,27,Female,No,Married,No,New Danielbury,NC,USA,12-26-2021,44,Two year,Basic,DSL,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,44.79,1956.4,10,2,25,8,No
104498,joseph richmond,24,Male,No,Single,No, PERRYSHIRE ,IA,USA,05/03/2025,61,Month-to-month,basic,DSL,No,Yes,Yes,Yes,No,No,Electronic Check,90.95,5569.11,10,1,570,5,No
104499,leslie mitchell,51,,No,Single,Yes,East Melissaport,PW,USA,2022-08-11,11,Month-to-month,Premium,Fiber,Yes,No,No,No,Yes,No,Bank Transfer,85.31,,7,4,461,0,No
104500,Steven Norman,29,Female,No,Divorced,No,Stevenburgh,KS,USA,2025-08-22,55,Two year,Basic,DSL,No,No,No,No,No,No,Credit Card,116.54,6489.22,9,3,679,7,No
104501,Brandy Chapman,62,Female,No,Married,No,West Melissa,IA,USA,07-03-2026,26,One year,Basic,Fiber,Yes,Yes,No,Yes,Yes,Yes,Credit Card,77.34,2092.2,8,3,582,4,No
104502,Sean Thompson,76,,Yes,Divorced,Yes,Landrybury,WA,USA,08-15-2025,50,Two year,Standard,DSL,No,Yes,No,Yes,No,No,Mailed Check,58.28,2948.26,4,2,610,1,Yes
